,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
292,1,Chokla (mixed Great Dane),48,1,2,2,1,3,3,3,1,0,41326,1.0,4.0,False,True,False
293,2,Tea,2,2,6,1,1,2,2,2,1,0,41401,5.0,1.0,False,False,False
294,1,Sam Boy,1,1,1,2,1,3,3,2,1,0,41326,7.0,2.0,False,False,False
295,2,Isabella,3,2,5,2,1,1,1,1,1,100,41326,1.0,4.0,False,False,False
296,1,Shadow 11,7,2,2,3,2,1,1,2,1,0,41326,1.0,1.0,False,True,False
297,1,Jack Black,3,1,1,2,1,1,1,2,1,0,41326,1.0,4.0,True,False,False
298,1,Butter,1,2,1,2,1,1,1,2,1,0,41326,6.0,2.0,True,False,False
299,2,Little,3,2,7,1,1,2,2,2,1,0,41327,3.0,3.0,False,True,False
300,2,Chika,3,2,1,2,1,2,2,2,1,0,41326,3.0,2.0,False,False,False
301,1,Sammy,12,1,1,2,2,3,3,1,1,150,41332,3.0,4.0,False,True,False
302,1,Lil Milo,2,2,2,2,1,1,1,2,1,0,41326,3.0,3.0,False,True,False
303,1,Oreo,3,2,1,1,2,3,1,2,1,0,41326,1.0,4.0,False,False,False
304,1,Male Schnauzer For Adoption PJ,25,1,6,2,3,1,1,2,1,100,41326,2.0,1.0,False,False,False
305,2,Oren,14,2,2,2,1,3,3,3,1,0,41326,2.0,1.0,False,True,False
306,1,Puppy 2,1,2,2,2,2,1,1,2,1,0,41326,1.0,3.0,True,True,False
307,2,Kitten,1,2,2,1,1,3,3,2,1,30,41326,1.0,4.0,False,False,False
308,1,MAYA,10,2,1,2,2,1,1,2,1,0,41326,2.0,1.0,False,False,False
309,1,1 Adorable Puppy,1,2,1,2,2,2,2,2,1,0,41401,5.0,1.0,True,False,False
310,2,Gemuk,12,2,1,2,2,1,1,1,1,150,41326,1.0,1.0,False,False,False
311,1,Coco,84,1,2,2,2,1,1,1,2,0,41326,1.0,4.0,False,False,False
312,2,Junior,3,1,3,2,1,2,2,2,1,0,41401,1.0,1.0,False,False,False
313,1,Reben,6,2,1,2,2,2,1,2,1,0,41326,4.0,4.0,True,True,True
314,1,Scooby,8,1,2,2,1,1,1,2,1,0,41401,10.0,2.0,True,True,False
315,2,Popette,1,2,1,2,1,2,1,2,1,0,41326,3.0,0.0,False,False,False
316,2,Tompok,18,2,5,2,1,2,2,2,1,0,41401,3.0,0.0,False,False,False
317,2,Mimi,2,2,1,1,1,2,2,2,1,0,41326,2.0,4.0,False,False,False
318,2,Peppermint,36,2,1,2,2,2,2,1,1,0,41401,4.0,4.0,False,False,False
319,1,Pepsi,2,2,2,2,2,3,3,2,1,0,41326,2.0,3.0,True,False,False
320,2,Koko,2,1,2,1,1,2,2,2,1,0,41326,2.0,3.0,False,True,False
321,1,Berry,1,2,1,3,1,2,2,2,1,50,41401,9.0,1.0,True,False,False
322,2,Jin Bok,18,1,4,2,1,1,1,1,1,0,41401,1.0,4.0,False,True,False
323,1,Choco Pop,4,1,1,3,2,2,1,2,1,0,41326,12.0,2.0,False,False,False
324,1,Coffee,2,1,1,2,1,2,1,2,1,0,41330,1.0,2.0,True,False,False
325,1,Y4,2,2,1,2,2,2,1,2,1,0,41326,4.0,3.0,True,False,False
326,1,FY-M-B1,1,1,1,2,2,2,2,2,1,0,41327,1.0,3.0,True,False,False
327,1,Hero,2,1,1,2,1,1,1,2,1,0,41326,4.0,3.0,True,False,True
328,1,Lover Boy,8,1,2,2,1,2,2,2,1,0,41330,1.0,2.0,True,False,False
329,2,Baby,3,1,3,1,1,3,3,3,1,0,41326,1.0,4.0,False,True,False
330,2,Timmy,3,1,5,2,1,1,1,2,1,0,41401,3.0,1.0,False,True,False
331,2,LEO,3,1,1,2,3,1,1,2,1,100,41326,2.0,2.0,False,True,False
332,2,No Name,12,2,2,1,1,2,2,2,1,0,41326,5.0,2.0,False,True,False
333,1,Sonia,72,2,1,3,3,1,1,2,1,0,41330,4.0,1.0,False,False,False
334,2,KaKa,3,2,1,1,1,1,1,2,1,0,41326,4.0,4.0,False,False,False
335,1,Bridgette,2,2,2,2,2,1,1,2,1,0,41326,1.0,3.0,True,True,False
336,1,Rottie Boy,2,1,1,2,1,3,3,2,1,0,41326,1.0,1.0,True,False,False
337,1,Bambi,4,2,2,2,2,3,1,3,1,0,41326,3.0,4.0,True,False,False
338,1,Anfield,3,1,2,2,1,1,1,1,1,0,41326,2.0,1.0,True,True,False
339,1,Bright,4,1,1,2,1,2,2,2,1,0,41401,2.0,1.0,False,False,False
340,2,The Dark Soul(é»å¤©ä½¿),3,2,1,1,1,3,3,3,1,0,41401,3.0,4.0,False,True,False
341,2,Tom,4,1,1,2,1,1,1,1,2,0,41326,5.0,3.0,False,True,False
342,2,Simba,12,1,3,2,1,2,1,1,1,100,41401,10.0,2.0,False,False,True
343,1,Blackie,36,1,1,2,2,1,1,1,1,0,41326,2.0,1.0,False,False,False
344,2,Long Hair Calico Girl,2,2,1,2,3,2,1,2,1,100,41326,5.0,1.0,False,False,False
345,1,Lulu,4,2,7,2,1,1,1,2,1,0,41326,1.0,1.0,True,True,False
346,1,Shorty,5,1,1,1,2,1,1,2,1,0,41326,10.0,1.0,False,False,False
347,2,DIBA,12,2,1,2,2,2,1,2,1,0,41401,2.0,3.0,False,True,False
348,2,Notty,5,1,1,2,1,3,3,3,1,0,41326,1.0,1.0,False,False,False
349,1,No Name No Name,2,2,1,2,1,2,2,2,1,0,41401,4.0,1.0,True,False,False
350,1,Sassy,48,2,2,2,1,2,2,2,1,0,41326,4.0,4.0,False,True,False
351,1,June June,5,2,2,2,2,1,1,2,1,0,41326,3.0,4.0,True,True,False
352,1,Puppy,5,2,2,1,1,3,3,3,1,0,41326,3.0,4.0,True,True,False
353,2,Duchess,4,2,2,1,1,3,1,2,1,0,41401,7.0,2.0,False,False,False
354,1,"Female Puppy, 3 Months Old",3,2,2,2,2,2,2,2,1,0,41326,5.0,4.0,True,True,False
355,2,Smokey,4,1,1,1,1,2,2,2,1,0,41326,5.0,2.0,False,False,False
356,2,Blackie,5,1,1,2,2,3,3,3,1,0,41326,1.0,1.0,False,True,False
357,2,KFC,3,1,4,1,1,1,1,2,1,0,41401,6.0,2.0,False,True,False
358,2,Batman,2,2,1,2,1,2,2,2,1,0,41401,4.0,2.0,False,False,False
359,1,Lucky,4,2,2,2,1,1,1,2,1,0,41326,3.0,3.0,True,True,False
360,1,Milky,12,2,2,2,1,1,1,1,1,0,41330,2.0,2.0,True,False,False
361,2,Sweetie,4,2,2,1,1,2,1,2,2,0,41326,1.0,2.0,False,False,False
362,1,Lassie,5,1,7,2,1,1,1,1,1,0,41336,0.0,4.0,True,True,False
363,1,Socks,2,2,1,2,1,1,1,2,1,0,41336,1.0,4.0,True,False,False
364,1,Bonnie,2,2,2,2,1,3,3,2,1,0,41326,4.0,3.0,False,True,False
365,1,Teddy (miniature Schnauzer),3,1,6,1,2,1,1,2,1,0,41336,5.0,1.0,False,False,False
366,2,Pretty,17,2,1,2,1,1,1,2,1,0,41326,5.0,4.0,False,False,False
367,1,Popo,8,2,2,1,1,1,1,3,1,0,41326,1.0,0.0,False,True,False
368,2,Leo,5,1,1,2,2,2,1,2,1,0,41326,1.0,1.0,False,False,False
369,1,Kungki Boy,12,1,1,2,2,1,1,1,1,150,41327,5.0,3.0,False,False,False
370,1,Gabby,5,2,1,2,1,1,1,1,1,100,41336,5.0,4.0,True,True,False
371,1,Gina,2,2,1,2,1,2,1,2,1,0,41401,3.0,3.0,True,True,False
372,1,âª GIRLGIRL âª,24,2,1,1,1,3,1,3,2,0,41336,1.0,2.0,False,True,False
373,1,Bernie,5,1,1,2,1,1,1,2,1,0,41326,4.0,1.0,True,False,False
374,1,No Name No Name,2,1,1,2,2,3,3,3,1,0,41324,1.0,4.0,True,True,False
375,1,Z4,2,2,2,2,2,1,1,2,1,0,41326,5.0,1.0,True,False,False
376,1,*Cola*,36,2,6,2,2,1,1,2,1,0,41326,1.0,1.0,False,False,False
377,1,No Name No Name,24,2,4,3,3,2,2,2,1,0,41401,2.0,4.0,True,True,False
378,2,Tommy,9,1,1,2,3,2,1,2,2,0,41401,2.0,4.0,False,False,False
379,1,Lily,3,2,2,2,2,1,1,1,1,0,41401,12.0,4.0,True,True,False
380,2,Lovely,10,2,1,1,1,1,1,1,1,0,41326,23.0,3.0,False,False,False
381,1,Poodle,12,1,6,2,1,1,1,1,1,0,41326,7.0,2.0,False,True,False
382,1,BERRY,48,2,5,1,1,1,1,1,1,0,41401,1.0,2.0,False,True,False
383,2,Tu Ah,24,1,1,2,3,1,1,2,1,0,41326,1.0,1.0,False,False,False
384,1,Babie,76,2,1,2,2,1,1,2,1,0,41326,2.0,2.0,False,False,False
385,2,Percuma,2,2,1,1,2,3,3,3,1,0,41326,1.0,3.0,False,False,False
386,2,Catty,30,2,6,2,2,2,2,2,1,0,41401,1.0,1.0,False,False,False
387,1,FY-F-B4,1,2,1,2,2,2,2,2,1,0,41327,1.0,3.0,True,True,False
388,1,No Name No Name,48,2,3,2,3,1,1,1,1,0,41326,1.0,2.0,True,True,False
389,1,Koji,12,2,7,2,3,1,1,1,1,0,41401,2.0,4.0,True,True,False
390,2,No Name No Name,1,1,1,2,1,2,1,2,1,0,41401,2.0,1.0,False,False,False
391,2,Bubble,18,1,3,1,1,1,1,3,1,0,41401,7.0,2.0,False,False,False
392,1,No Name No Name,1,1,1,2,1,2,2,2,1,0,41326,1.0,3.0,True,False,False
393,1,No Name No Name,2,2,1,2,1,2,1,2,1,0,41326,1.0,4.0,True,False,False
394,2,Ah Mao,132,2,1,2,1,1,1,1,1,0,41326,1.0,3.0,False,False,False
395,2,Ming,16,1,7,3,2,1,1,1,1,0,41326,0.0,4.0,False,True,False
396,1,Bonnie,84,1,2,1,1,3,3,3,1,0,41401,1.0,4.0,False,False,False
397,1,K-12 Auntie Moca,48,2,2,2,2,3,3,3,1,0,41401,3.0,4.0,True,True,False
398,2,Tuah,12,1,3,2,3,1,3,3,1,0,41326,5.0,1.0,False,True,False
399,1,B33,2,1,1,2,2,1,1,2,1,0,41326,5.0,1.0,True,False,False
400,1,Creamy,72,2,3,3,3,1,1,1,1,0,41326,0.0,4.0,False,False,False
401,2,Sugarbun Kitten  @Damansara!!,3,1,7,2,2,3,3,3,1,0,41326,1.0,1.0,False,True,False
402,1,Zoey -,60,2,2,1,2,1,1,3,1,0,41326,4.0,2.0,False,False,False
403,2,Misty,2,2,2,2,2,2,2,2,1,0,41401,5.0,2.0,False,False,False
404,2,Anak Kucing Terbiar 02,1,2,2,1,1,2,2,2,1,0,41326,4.0,4.0,False,False,False
405,1,George,7,1,1,2,1,1,1,2,1,0,41326,1.0,4.0,True,True,False
406,1,Rambo,3,1,2,2,1,2,2,2,1,0,41326,3.0,1.0,True,True,False
407,2,Tiny,6,2,2,1,1,2,2,2,3,0,41401,4.0,4.0,False,False,False
408,2,:+: 2 Months Female Kitty For Adoption :,2,2,1,1,1,2,2,2,1,0,41401,3.0,1.0,False,False,False
409,1,BLUE / POPO,3,2,2,2,1,1,1,2,1,0,41326,3.0,2.0,True,False,False
410,1,Pixie,2,2,3,2,1,3,1,2,1,0,41401,2.0,3.0,True,True,False
411,1,Sheenie,4,2,1,2,2,1,1,2,1,0,41326,2.0,1.0,False,False,False
412,1,Blessing,24,2,2,2,1,1,1,1,1,500,41326,6.0,3.0,True,True,False
413,2,Tortie,2,2,1,2,2,2,1,2,2,0,41326,2.0,2.0,False,False,False
414,1,No Name No Name,24,2,2,3,2,3,3,3,1,0,41327,3.0,4.0,True,True,False
415,1,Choco,12,2,1,1,2,3,3,2,1,0,41401,0.0,4.0,True,True,False
416,2,No Name No Name,3,1,2,1,2,2,2,2,1,200,41401,1.0,1.0,False,False,False
417,1,Baby Rosemary,1,2,1,2,1,2,2,2,1,0,41326,8.0,2.0,True,False,False
418,2,Brave,2,1,3,2,1,2,2,2,1,200,41326,5.0,2.0,False,False,False
419,1,K-24 Captain Kips,12,1,3,1,1,1,1,1,1,0,41401,5.0,4.0,False,True,False
420,2,Chi Chi,3,1,1,2,1,2,1,2,1,0,41326,2.0,3.0,False,False,False
421,1,Max,72,1,2,1,1,1,1,2,2,0,41326,4.0,4.0,False,True,False
422,2,Willy,2,1,6,1,1,3,3,3,1,0,41326,3.0,1.0,False,False,False
423,1,Mylo,1,1,1,2,1,1,1,2,1,100,41330,2.0,1.0,True,False,False
424,1,BRUNO,36,1,1,3,1,1,1,1,1,0,41326,10.0,3.0,False,False,False
425,1,Rusty,3,2,2,2,1,3,3,2,1,0,41326,2.0,3.0,True,True,False
426,2,Whiskers,11,1,5,2,1,1,1,1,1,100,41326,6.0,4.0,False,True,False
427,1,Raju,3,1,1,1,2,3,3,3,1,0,41401,2.0,4.0,True,True,False
428,2,Chester(Retired Male Bengal),60,1,1,3,1,1,1,1,1,200,41326,2.0,1.0,False,False,False
429,2,Chiko,1,2,1,1,2,2,1,2,1,0,41335,10.0,4.0,False,False,False
430,2,Pets + Strays: Blue Eyed Beauty Etc,6,2,3,3,1,1,1,2,1,0,41401,3.0,3.0,False,False,False
431,2,Browny,3,1,2,2,1,3,3,3,1,0,41336,3.0,2.0,False,True,False
432,1,Phoebe,2,1,2,2,2,2,1,3,1,0,41324,1.0,4.0,True,False,False
433,2,Chocolate,2,1,3,1,1,2,2,2,1,0,41401,3.0,1.0,False,False,False
434,2,Cik B,5,2,1,2,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
435,1,Flea,24,1,1,2,2,1,1,1,1,200,41326,2.0,2.0,False,False,False
436,2,Samson,3,1,1,2,1,2,2,2,1,0,41401,3.0,4.0,False,True,False
437,2,Stripe,4,1,1,2,2,1,1,2,1,0,41327,3.0,3.0,False,False,False
438,2,Cheese,2,2,3,2,2,2,1,2,1,50,41327,2.0,1.0,False,False,False
439,1,Puppy!!,2,2,1,2,1,2,2,3,1,0,41326,3.0,1.0,True,False,False
440,2,Grey,6,1,6,1,2,2,1,2,1,0,41326,4.0,3.0,False,True,False
441,1,Rachel,2,2,2,2,2,1,1,2,1,0,41326,1.0,2.0,True,True,False
442,2,Cobey,12,1,3,3,1,1,1,1,1,50,41401,4.0,4.0,False,True,False
443,1,Johnny,11,1,5,2,1,1,1,1,1,0,41326,2.0,4.0,True,True,False
444,1,Lady Amber,36,2,2,2,2,2,1,1,1,0,41326,7.0,4.0,False,False,False
445,2,Blancharte,12,2,6,2,1,3,3,1,1,0,41326,5.0,1.0,False,False,False
446,2,Disney,8,2,2,1,1,3,3,3,1,0,41401,2.0,4.0,False,False,False
447,2,Wanda,24,2,5,1,1,1,1,3,1,0,41326,2.0,2.0,False,True,False
448,2,Ivan,1,1,2,2,1,2,2,2,1,100,41401,6.0,2.0,False,True,False
449,1,Male Puppy,3,1,2,2,1,2,2,2,1,1,41327,2.0,3.0,True,False,False
450,1,Ice,3,2,1,2,2,1,1,2,1,0,41326,8.0,4.0,True,False,False
451,1,Marry,12,1,1,1,1,3,1,3,1,0,41327,3.0,2.0,True,False,False
452,1,Mint,8,1,2,2,1,1,1,1,1,0,41326,9.0,2.0,True,True,False
453,1,Reena,1,2,2,2,2,2,1,2,1,0,41401,0.0,1.0,True,True,False
454,2,Sleeping Beauty,2,2,1,2,2,2,1,2,1,50,41326,7.0,3.0,False,False,False
455,2,Mouse,12,1,3,2,1,1,1,1,1,0,41326,3.0,4.0,False,False,False
456,1,BB,6,2,1,2,2,1,3,3,1,0,41326,4.0,3.0,False,True,False
457,2,No Name No Name,0,1,1,2,1,2,2,2,1,0,41401,2.0,3.0,False,False,False
458,1,Tango,60,1,3,2,2,1,1,1,1,0,41326,4.0,4.0,True,True,True
459,1,Shepp,2,2,2,2,1,1,1,2,1,0,41401,7.0,2.0,True,True,False
460,2,Samm,3,1,1,2,1,2,2,2,1,0,41401,1.0,4.0,False,True,False
461,2,Mickey,2,1,1,2,2,2,2,2,1,0,41401,3.0,4.0,False,False,False
462,1,Prince,24,1,2,3,1,1,1,1,1,200,41326,3.0,4.0,True,True,False
463,2,Ringo Star,10,2,1,2,2,2,2,2,1,0,41326,1.0,4.0,False,False,False
464,1,Cotton,2,2,1,2,1,1,1,2,1,0,41330,2.0,3.0,True,True,False
465,2,Tuxedo,1,1,1,3,3,2,2,2,1,50,41326,3.0,2.0,False,False,False
466,1,Gizmo,60,1,2,1,3,1,1,1,1,150,41326,2.0,2.0,False,True,False
467,2,Little Pudding,1,1,2,2,1,2,2,2,1,15,41326,5.0,2.0,False,False,False
468,2,Oliver,4,1,1,2,1,1,1,2,1,100,41326,5.0,3.0,False,False,False
469,2,Inky Marcella Blossomfire,5,2,1,2,1,1,1,1,1,150,41326,13.0,4.0,False,True,True
470,1,Kuning,7,2,4,2,1,1,1,1,1,100,41401,10.0,4.0,True,False,False
471,1,Tofu,36,2,1,3,1,3,3,1,1,0,41401,0.0,4.0,True,False,False
472,2,Singha,2,1,1,2,1,1,1,3,1,0,41401,1.0,3.0,False,False,False
473,2,Opet,2,1,2,2,1,2,1,2,1,100,41326,5.0,2.0,False,False,False
474,1,Roxie,2,2,1,2,1,3,3,2,1,0,41326,3.0,3.0,True,False,False
475,2,Tiger (White),1,2,7,1,2,2,2,2,1,0,41326,4.0,2.0,False,True,False
476,1,Win-nie,2,2,1,2,1,2,2,2,1,0,41326,2.0,2.0,False,False,False
477,1,Kimi,2,1,7,2,1,1,1,2,1,0,41326,1.0,1.0,True,True,False
478,2,Champange,4,2,5,1,2,1,1,2,1,80,41326,13.0,3.0,False,False,False
479,2,Teddy,3,1,6,1,1,2,1,2,1,0,41401,1.0,1.0,False,False,False
480,1,Stitchy,3,1,1,2,1,1,1,2,1,0,41326,2.0,4.0,True,False,False
481,1,Daisy,60,2,1,1,2,3,1,3,2,100,41332,3.0,4.0,False,False,False
482,2,DD,5,2,5,3,1,1,1,2,1,0,41326,5.0,2.0,False,True,False
483,2,Mimi,2,2,1,1,2,2,2,2,1,0,41401,1.0,1.0,False,False,False
484,2,Black & White Kitten (LILA),2,2,1,2,1,2,1,2,1,0,41327,7.0,3.0,False,False,False
485,1,Cherry,2,2,2,2,1,2,1,2,1,0,41326,6.0,2.0,True,True,False
486,2,Comat,14,1,3,3,1,2,1,1,1,0,41326,5.0,2.0,False,True,False
487,2,Ginger,1,1,3,1,1,2,2,2,1,0,41326,3.0,1.0,False,False,False
488,2,Musang Queen (MQ),8,2,6,2,1,3,3,3,1,0,41401,5.0,2.0,False,False,False
489,1,Kopi-O,3,2,1,1,1,1,1,2,1,100,41401,2.0,4.0,True,True,False
490,1,Desa,8,1,1,2,2,1,1,1,1,0,41401,5.0,4.0,True,False,False
491,2,Monkey 3.0,6,2,1,1,2,1,1,1,1,30,41326,3.0,4.0,False,False,False
492,2,Three-color,1,2,1,1,1,2,2,2,1,0,41401,1.0,1.0,False,False,False
493,2,Digi,1,1,1,2,1,1,1,2,1,0,41401,2.0,1.0,False,False,False
494,2,ABOTT,18,1,7,2,1,2,1,1,1,0,41401,1.0,4.0,False,True,False
495,1,Max,60,1,1,2,2,2,1,2,2,0,41401,5.0,1.0,False,False,False
496,1,Coconut,12,1,5,2,1,2,1,2,1,0,41326,3.0,4.0,True,True,False
497,1,Puppy,6,2,1,2,1,1,1,3,1,100,41326,1.0,1.0,False,True,False
498,2,Messy,2,2,1,1,2,2,3,2,1,0,41332,3.0,1.0,False,False,False
499,1,Lucy,2,2,3,2,1,2,1,2,1,0,41401,1.0,2.0,True,True,False
500,1,Cici,2,2,1,2,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
501,1,To-To,24,1,1,3,2,1,1,2,1,0,41326,2.0,1.0,False,False,False
502,1,Lucky,2,1,7,2,2,2,2,2,1,0,41401,3.0,1.0,True,True,False
503,2,Night,4,2,1,1,1,2,1,2,1,0,41401,6.0,2.0,False,True,False
504,1,Chibi ã¡ã³,36,2,2,1,1,1,1,3,1,250,41326,6.0,3.0,False,False,False
505,2,Peppa,12,2,1,1,1,1,1,1,1,0,41326,7.0,3.0,False,False,False
506,1,Minnie,84,2,6,1,1,1,1,1,1,0,41326,1.0,1.0,False,True,False
507,1,Stella,7,2,2,3,3,1,1,2,1,500,41326,1.0,1.0,False,True,False
508,2,Black Snowshoe,2,2,1,2,1,2,1,2,1,50,41326,5.0,2.0,False,False,True
509,2,Scarlett,1,2,4,2,1,2,1,2,1,0,41326,3.0,2.0,False,False,False
510,2,Deaf,3,2,1,1,2,2,1,2,1,0,41326,2.0,4.0,False,False,False
511,1,Fluffy,1,2,1,2,3,1,1,2,1,0,41326,3.0,3.0,True,True,False
512,2,Wall-E,5,1,2,2,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
513,1,Parker,3,1,5,2,2,2,1,2,1,0,41326,2.0,4.0,True,True,False
514,1,Max,2,1,1,2,2,2,2,2,1,0,41326,4.0,2.0,False,False,False
515,1,Runty,2,1,1,2,1,1,1,2,1,0,41326,6.0,4.0,True,False,False
516,1,Cookie,9,2,1,2,1,1,1,1,1,0,41326,2.0,4.0,True,False,False
517,1,Nero,4,1,2,3,2,1,1,2,1,0,41326,5.0,2.0,True,True,False
518,1,Phoebe And Shanty,96,2,1,2,2,1,1,1,1,0,41326,2.0,4.0,True,False,False
519,2,Mr Tiger,72,1,2,2,2,3,3,3,1,0,41401,1.0,4.0,False,False,False
520,2,Mia,46,2,2,3,1,2,2,2,1,0,41326,5.0,3.0,False,False,False
521,1,Patches,2,2,5,2,1,2,1,2,1,0,41401,5.0,2.0,True,False,False
522,1,Dolly,1,2,3,2,2,3,3,3,1,0,41324,1.0,4.0,True,False,False
523,2,Panda Ears Kitty,2,1,1,1,1,2,1,2,1,0,41401,5.0,3.0,False,False,False
524,2,Piddi,2,2,6,2,2,1,1,2,1,100,41326,4.0,4.0,False,True,False
525,2,"White, Male Kitten For Adoption",2,1,7,2,1,2,2,2,1,0,41335,4.0,1.0,False,True,False
526,2,No Name No Name,2,1,3,1,1,1,1,2,1,0,41326,2.0,1.0,False,False,False
527,1,Maximus,8,1,2,1,2,1,1,2,1,0,41326,4.0,3.0,False,False,False
528,2,Ongey,2,2,3,2,1,2,2,2,1,0,41326,4.0,2.0,False,False,False
529,1,Charlie Obi,48,1,2,2,3,1,1,1,1,0,41326,3.0,4.0,False,False,False
530,2,Lily,1,2,1,2,1,2,1,2,1,0,41326,7.0,1.0,False,False,False
531,1,HoneyBun,2,2,2,2,1,2,1,1,1,0,41326,8.0,4.0,False,False,False
532,2,Wong Wong,6,1,4,2,1,2,2,2,1,0,41401,6.0,2.0,False,True,False
533,2,Munchkin,0,1,5,2,2,2,2,2,1,0,41401,1.0,2.0,False,False,False
534,1,Kiki,12,2,2,2,1,1,1,1,1,0,41326,1.0,3.0,True,True,False
535,2,Robert,2,1,2,2,2,1,1,2,1,50,41326,11.0,1.0,False,False,False
536,2,Tora,9,2,2,2,1,2,2,2,1,0,41326,3.0,3.0,False,False,False
537,2,Lil Brownie,3,1,2,2,1,1,1,2,1,0,41326,5.0,1.0,False,True,False
538,1,Apple,4,2,3,2,1,1,1,2,1,0,41401,1.0,2.0,True,False,False
539,1,Mimi,2,2,5,2,1,2,1,2,1,0,41330,2.0,2.0,True,True,False
540,1,Tobby,3,1,1,2,1,3,3,2,1,0,41326,2.0,3.0,True,True,False
541,2,Frizzy,4,2,1,2,1,2,1,2,2,0,41326,2.0,2.0,False,False,False
542,2,Noah,3,1,2,2,1,2,1,2,1,0,41326,5.0,3.0,False,False,False
543,1,Dipper,2,1,1,3,1,2,1,3,1,0,41401,1.0,4.0,True,False,False
544,2,Masdor,2,1,1,1,1,2,1,2,1,50,41326,5.0,2.0,False,False,False
545,2,Tompi,2,1,3,2,2,2,2,2,1,150,41326,4.0,1.0,False,True,False
546,2,Vodka,10,2,1,1,2,1,1,1,1,0,41326,1.0,1.0,False,False,False
547,1,Save Me Or I'll Die #20,12,1,1,2,2,3,3,3,1,0,41401,2.0,2.0,False,False,False
548,1,Marco1,15,1,1,1,2,1,1,2,1,200,41326,3.0,3.0,False,False,False
549,2,J Junior,5,1,4,2,2,2,2,2,1,0,41401,2.0,1.0,False,True,False
550,2,No Name No Name,3,2,2,1,1,3,3,3,1,0,41401,1.0,2.0,False,False,False
551,1,Lisa,3,2,1,3,2,1,1,2,1,0,41326,5.0,2.0,False,False,False
552,1,Sweetheart,1,2,2,2,1,2,2,2,1,0,41326,2.0,1.0,True,False,False
553,2,Shorty,6,2,2,1,2,1,1,1,1,0,41401,2.0,4.0,False,False,False
554,2,Kumina,36,2,1,2,1,1,1,1,1,0,41326,4.0,4.0,False,False,False
555,2,Ah Bee,2,2,1,1,2,2,1,2,1,0,41327,3.0,3.0,False,False,False
556,1,Chipsmore,2,1,1,2,1,2,2,2,1,0,41326,2.0,1.0,True,False,False
557,1,Pegasus,2,1,5,3,1,3,3,3,1,0,41326,2.0,1.0,True,True,False
558,2,No Name No Name,2,2,1,2,2,2,2,2,1,0,41326,10.0,1.0,False,False,False
559,2,No Name No Name,5,2,2,2,2,2,2,2,1,0,41401,5.0,1.0,False,False,False
560,1,Schnauzel Mixed Breed,1,1,7,1,1,2,1,2,1,0,41326,1.0,1.0,False,True,False
561,1,Charcoal,1,2,1,2,1,3,3,3,1,0,41401,3.0,1.0,False,False,False
562,1,Hayden,24,1,1,2,2,1,1,1,1,0,41330,3.0,3.0,True,False,False
563,2,Clio,1,2,3,2,1,2,2,2,1,5,41401,1.0,1.0,False,False,False
564,1,Fluffy,2,2,1,2,1,3,1,3,1,0,41326,1.0,2.0,True,False,False
565,1,LUCKY,5,1,1,2,2,2,1,2,1,0,41326,13.0,3.0,False,False,False
566,1,M2,2,2,5,2,2,2,1,2,1,0,41326,8.0,3.0,True,True,False
567,1,Jade,1,1,5,2,2,2,2,2,1,0,41327,3.0,2.0,True,False,False
568,1,Hazel,1,2,1,2,2,2,1,2,1,0,41326,13.0,3.0,True,False,True
569,1,Sir Sebastion The Butler,60,1,2,2,1,3,3,1,1,300,41401,4.0,3.0,False,False,False
570,1,Roger,2,1,2,2,2,1,1,2,1,0,41326,1.0,3.0,True,True,False
571,1,Soft Golden Fur.. Spirited Eyes,5,2,2,2,2,3,1,2,1,0,41401,3.0,2.0,True,True,False
572,1,Sumi,50,2,1,1,2,1,1,3,1,100,41330,4.0,3.0,False,False,False
573,2,Anak Kucing Terbiar 03,1,2,1,1,1,2,2,2,1,0,41326,4.0,4.0,False,False,False
574,1,Bobby,72,1,2,1,1,1,1,2,3,0,41326,0.0,4.0,False,False,False
575,2,No Name No Name,1,1,1,2,2,3,3,3,1,0,41326,5.0,1.0,False,False,False
576,2,Sherlock,3,1,1,2,1,2,1,2,1,0,41326,4.0,3.0,False,False,False
577,1,Need Urgent Home..pls Adopt,2,2,1,2,1,1,1,2,1,0,41401,28.0,3.0,True,False,False
578,1,Fiddy,84,1,1,2,3,1,1,2,1,0,41326,2.0,2.0,False,False,False
579,2,Dollar,24,2,1,2,1,1,1,1,1,0,41326,1.0,4.0,False,False,False
580,2,Julie,1,2,1,1,1,2,2,2,1,0,41325,1.0,3.0,False,False,False
581,2,Lady Black,8,2,1,2,1,2,2,2,1,0,41332,1.0,4.0,False,False,False
582,1,H6,1,1,1,2,2,2,1,2,1,0,41326,1.0,3.0,True,False,False
583,2,Peanut,8,1,3,2,1,1,1,2,1,0,41401,3.0,3.0,False,False,False
584,2,Kuroki (NAME IS UP TO YOU),1,2,1,1,1,3,3,3,1,10,41326,8.0,4.0,False,False,False
585,2,Tabby,48,2,2,2,1,1,1,1,1,0,41327,2.0,4.0,False,True,False
586,2,Lady,2,2,1,2,1,1,1,2,1,0,41326,5.0,2.0,False,False,False
